Nonce,Sender,GethJSONRPC Hash,GatewayTransactionsWS(wss://uk.eth.blxrbdn.com/ws) Hash,GethJSONRPC Time,GatewayTransactionsWS(wss://uk.eth.blxrbdn.com/ws) Time,Time diff,GethJSONRPC message len,GatewayTransactionsWS(wss://uk.eth.blxrbdn.com/ws) message len,Hashes are equal
492,0xb13530ec48f026ad33a04a3e553b989f1f484f6e,0x2b9302052b57c1f6e5933f5b1360f632e394303b985911672cdbe20a6f5883c7,0x2b9302052b57c1f6e5933f5b1360f632e394303b985911672cdbe20a6f5883c7,2023-10-23T17:24:01.509877,2023-10-23T17:24:01.284270,225606,1654,1392,true
1166,0x87e7084eb2521bf07ad898bf7a6d6f735315afb4,0x5eeb11a0152d8d00b68a2dc76a4637bf8bff9ee692d9a52cd4733a29b750aaba,0x5eeb11a0152d8d00b68a2dc76a4637bf8bff9ee692d9a52cd4733a29b750aaba,2023-10-23T17:24:02.257631,2023-10-23T17:24:02.170357,87274,759,492,true
221,0xd9fab6b0d5b42e727c3e101d41553fe94f7c6f61,0xe9d83d7862ac6ec880c5f70acbc611fdbf49e1bc2e2151c5376bfe0d2d53919e,0xe9d83d7862ac6ec880c5f70acbc611fdbf49e1bc2e2151c5376bfe0d2d53919e,2023-10-23T17:23:49.062777,2023-10-23T17:23:48.873094,189683,635,364,true
8,0xc1dca59545e90c023948e0ca7f7f27021564c728,0x3c514d2a5a9ac1b5b9c3e9c3414f8e3c30e79b9f4df59d14f0f2c4f536e114dd,0x3c514d2a5a9ac1b5b9c3e9c3414f8e3c30e79b9f4df59d14f0f2c4f536e114dd,2023-10-23T17:23:50.866010,2023-10-23T17:23:50.601208,264802,635,364,true
1980,0x1663641836d1a39e92123ec63f06ae54e9d3b419,0xa8f219ba2742174d4f9fd2b73ec25b515dcd05331e0a608ee8250ed7b7ecbc55,0xa8f219ba2742174d4f9fd2b73ec25b515dcd05331e0a608ee8250ed7b7ecbc55,2023-10-23T17:24:24.188687,2023-10-23T17:24:24.004083,184603,759,492,true
51,0x08cde2ce45c5446d6e6bed52d860971ed68d44ec,0x4096b272892b6ff547457ee3c0e296d8ca4ae9d5888a0b9ca8b9288f93f0ba71,0x4096b272892b6ff547457ee3c0e296d8ca4ae9d5888a0b9ca8b9288f93f0ba71,2023-10-23T17:23:54.876676,2023-10-23T17:23:54.694549,182127,1959,1756,true
3,0xe0fdb2fec790c31158ff9175d83eaf5e03dabcfa,0x7ccab25c6d97e6ee5425d6f6f2fa8d85891b030ea873c381dc84a0acdf13b773,0x7ccab25c6d97e6ee5425d6f6f2fa8d85891b030ea873c381dc84a0acdf13b773,2023-10-23T17:23:54.378936,2023-10-23T17:23:54.142105,236830,1922,1658,true
565,0xb8a9ed8d008fa1f161809f15a11f4161fb8b717e,0x3d6ec997e8f7afde719fa39d47c20e9456aba500255f5f4071915e809082be3f,0x3d6ec997e8f7afde719fa39d47c20e9456aba500255f5f4071915e809082be3f,2023-10-23T17:24:43.256897,2023-10-23T17:24:43.028752,228145,831,564,true
10,0x05ee34e77ce9068b586f7b5e93f8e2ddf42a5585,0x888061fbfd8be2d52842eaf21b71bf704a5217d103bd23f675e2a8efe5c03f7c,0x888061fbfd8be2d52842eaf21b71bf704a5217d103bd23f675e2a8efe5c03f7c,2023-10-23T17:23:51.590633,2023-10-23T17:23:51.378191,212441,677,472,true
1559583,0x974caa59e49682cda0ad2bbe82983419a2ecc400,0xb9b95700fa8ad7e17e68e2ca2b983678c18399b83e8b82902dda238911a361a5,0xb9b95700fa8ad7e17e68e2ca2b983678c18399b83e8b82902dda238911a361a5,2023-10-23T17:24:47.459457,2023-10-23T17:24:47.249617,209839,561,356,true
64,0x03dcd449df803460f4d51d8d76358ffae1ec311a,0x722a17f178b35b0cc37bf726384236651f2fa34e19c3201af376804d26b7fe36,0x722a17f178b35b0cc37bf726384236651f2fa34e19c3201af376804d26b7fe36,2023-10-23T17:24:43.065216,2023-10-23T17:24:42.927400,137815,1924,1660,true
1529630,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0x06d4cb29cc2810ba33f124628ccec0431574736d9e7d647fafdc69f6b83b9200,0x06d4cb29cc2810ba33f124628ccec0431574736d9e7d647fafdc69f6b83b9200,2023-10-23T17:24:41.335659,2023-10-23T17:24:41.123369,212289,765,494,true
157,0x725e704b6933be9896c717f735e5a5edbfc7193f,0x18b7b6a35d76de456ed518c19fbfa614e1ecfacdfc7e2d2fc2e1b7c951b31723,0x18b7b6a35d76de456ed518c19fbfa614e1ecfacdfc7e2d2fc2e1b7c951b31723,2023-10-23T17:24:06.766834,2023-10-23T17:24:06.671668,95166,19890,19622,true
25,0xf9b954a916190b7c6f8f3b06e94c351fde9db5a6,0xcee7d2b86ed4cadd7045dfbfaa1c815b2e67f07e5e482a8cea0699f719f0c256,0xcee7d2b86ed4cadd7045dfbfaa1c815b2e67f07e5e482a8cea0699f719f0c256,2023-10-23T17:24:40.804664,2023-10-23T17:24:40.665512,139152,634,362,true
5633321,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0xad1661b558ee93b61975f94420dee70c78e75ff5be81dd11ce472b9a9e7abc1a,0xad1661b558ee93b61975f94420dee70c78e75ff5be81dd11ce472b9a9e7abc1a,2023-10-23T17:23:50.594254,2023-10-23T17:23:50.365243,229010,765,494,true
33,0xa886893b14ad22ab5c3f098ee8247344943d8191,0x08ccc609dbf79ccd7c2f863037c748f1bc3772066a642285f0b8c4fc83b8a8f0,0x08ccc609dbf79ccd7c2f863037c748f1bc3772066a642285f0b8c4fc83b8a8f0,2023-10-23T17:24:26.655814,2023-10-23T17:24:26.474217,181597,757,486,true
3954,0x9ff8ffbd465801161fd45f56adc2c113ed5eff0f,0xfaf286187bb443786eaba60bdcb51d9b473305e94dca728ab607eeac7047fa04,0xfaf286187bb443786eaba60bdcb51d9b473305e94dca728ab607eeac7047fa04,2023-10-23T17:24:20.564781,2023-10-23T17:24:20.349129,215651,681,476,true
498,0x84fb136f09163e932960507347e2441c7460ca36,0xda96931cac117eeccedd6fe95fc076d7821abc06ee56b8974ae3280a8b722c40,0xda96931cac117eeccedd6fe95fc076d7821abc06ee56b8974ae3280a8b722c40,2023-10-23T17:24:27.195062,2023-10-23T17:24:26.967517,227544,761,490,true
987226,0x6887246668a3b87f54deb3b94ba47a6f63f32985,0x93554762960996b77e61e2fe573576744150d461525536a31487d68e05989621,0x93554762960996b77e61e2fe573576744150d461525536a31487d68e05989621,2023-10-23T17:24:21.454049,2023-10-23T17:24:21.048745,405304,240625,240364,true
32,0xe91f24731f6e233968af242c014ed22f7bb8fe70,0x1dbc3755815ee7109722a6515fdd3d0d83223f9fca74b35a53e9a7aff7644da5,0x1dbc3755815ee7109722a6515fdd3d0d83223f9fca74b35a53e9a7aff7644da5,2023-10-23T17:24:13.433138,2023-10-23T17:24:13.053406,379731,678,472,true
29,0xcf3102e72f7adc0e4847226240a057b14c1155b1,0x1faa56c8f0b11792252ca32eb81b99b1d64de06a339a937d2ef9adfe517ca8c0,0x1faa56c8f0b11792252ca32eb81b99b1d64de06a339a937d2ef9adfe517ca8c0,2023-10-23T17:23:54.019961,2023-10-23T17:23:53.882894,137066,645,374,true
526526,0xcbd6832ebc203e49e2b771897067fce3c58575ac,0x5551a03f263f43c164c487eea2916de1dfc8f4df5530d74e9374c8724114ed0d,0x5551a03f263f43c164c487eea2916de1dfc8f4df5530d74e9374c8724114ed0d,2023-10-23T17:24:36.773315,2023-10-23T17:24:36.517007,256308,639,368,true
272,0xe2a99bcd386a4d8f0f8ca170b15a91e62fc25588,0x2058cd3d58a9862dd9ae4219148a511c4166a349a6c17a9ea0ce02bdcab75e07,0x2058cd3d58a9862dd9ae4219148a511c4166a349a6c17a9ea0ce02bdcab75e07,2023-10-23T17:24:38.425238,2023-10-23T17:24:38.190377,234860,1142,880,true
784,0x0caf1c903f31df48a118b0a85e7e5b5d52c30000,0x765d5e0caf0b7277b154fdec8ff005bfb6140110583ab8b839b646e0b6e00dc9,0x765d5e0caf0b7277b154fdec8ff005bfb6140110583ab8b839b646e0b6e00dc9,2023-10-23T17:24:07.943146,2023-10-23T17:24:07.716884,226262,634,366,true
72426,0x8a37f0290ae85d08522d2a605617e76128fd0712,0x30b37ea50a989195023363c94468382234c278549f33eab8053244270b2fcbe2,0x30b37ea50a989195023363c94468382234c278549f33eab8053244270b2fcbe2,2023-10-23T17:24:12.121226,2023-10-23T17:24:11.905879,215346,641,370,true
2377,0x897322fbd6b9730cbb694ebea63b454824cf460a,0x370ab5af4bb5e5984edd9264489a8403d21d97f667c7396df4866dab168c8425,0x370ab5af4bb5e5984edd9264489a8403d21d97f667c7396df4866dab168c8425,2023-10-23T17:23:51.671664,2023-10-23T17:23:51.447234,224430,3706,3440,true
4,0x1ad312b4bfd53a22b9cf9b8e368804b077de59d8,0x143f31a7ae3a62e159f04b3a825bd27de9c521049d99a0890623e3a6fc01a9ed,0x143f31a7ae3a62e159f04b3a825bd27de9c521049d99a0890623e3a6fc01a9ed,2023-10-23T17:24:42.902413,2023-10-23T17:24:42.701312,201100,633,364,true
1,0xa6d16130a9dcfe88106cef00f7e23a7845fc0156,0xce3e78f5b87770e890fc1755836fdd42c3d1ec73dd85aa643d22c1c791cfc691,0xce3e78f5b87770e890fc1755836fdd42c3d1ec73dd85aa643d22c1c791cfc691,2023-10-23T17:24:00.511080,2023-10-23T17:24:00.314672,196408,2360,2092,true
8025129,0x28c6c06298d514db089934071355e5743bf21d60,0xd0dd6b66a4c0f61312dca065530afa450116f3db9a403b17b59b3b06578490f0,0xd0dd6b66a4c0f61312dca065530afa450116f3db9a403b17b59b3b06578490f0,2023-10-23T17:24:14.250776,2023-10-23T17:24:13.985759,265017,642,370,true
71,0x2f788d7c975d282fa6bb07c35e1de91628354e60,0xc5f212344d35f00b56975a569bdde346fcfd79eab8a5bc8db67e6fedb4195cd1,0xc5f212344d35f00b56975a569bdde346fcfd79eab8a5bc8db67e6fedb4195cd1,2023-10-23T17:24:18.402057,2023-10-23T17:24:18.169394,232662,757,486,true
196,0xa953f4013d87f8a6a0b2974bdd8b748e3bfe636a,0x7f639efe2b6f5e6ea0678d8f99bbe9525b8b6f542848bb15d1aa87b8d7083f90,0x7f639efe2b6f5e6ea0678d8f99bbe9525b8b6f542848bb15d1aa87b8d7083f90,2023-10-23T17:24:08.097917,2023-10-23T17:24:07.875643,222274,757,488,true
767,0x165454f954f777863886946fe784f3cf6b45e7e7,0xa6b0420e27e55eb140f87fd10603a5db34fd330dd8cb7df63431ca37f73cc5a9,0xa6b0420e27e55eb140f87fd10603a5db34fd330dd8cb7df63431ca37f73cc5a9,2023-10-23T17:24:30.752198,2023-10-23T17:24:30.580229,171970,1029,766,true
493,0xb13530ec48f026ad33a04a3e553b989f1f484f6e,0x1e57ffccc145ce72fae363c9d1e042a19c8a66f9052fd479f9ac0d21a5b14dc2,0x1e57ffccc145ce72fae363c9d1e042a19c8a66f9052fd479f9ac0d21a5b14dc2,2023-10-23T17:24:44.149524,2023-10-23T17:24:43.929311,220213,1655,1392,true
108,0xd3d1823298242ad75592bb96b2adedbe34d01a86,0xf150ff203dc063e2bfdc7b3141ef21f718330debcdbe2147a4332c086761e200,0xf150ff203dc063e2bfdc7b3141ef21f718330debcdbe2147a4332c086761e200,2023-10-23T17:24:41.759453,2023-10-23T17:24:41.545238,214215,972,704,true
81169,0x43fda7708c97c4c40d5402c6392f0457f23c0b8e,0xc8571c05d9a0f637a247262ce87f0cc9b79c2c4c00acede8da0c7f1c33d69abd,0xc8571c05d9a0f637a247262ce87f0cc9b79c2c4c00acede8da0c7f1c33d69abd,2023-10-23T17:23:55.289421,2023-10-23T17:23:55.163782,125638,637,368,true
24,0x5e28b6c8b322c6385eb049a54412c59a14f5b874,,0x0a44d18d4eccf981f6fb77048041347e763f26def274aba780f127ce7f5e7b37,0,2023-10-23T17:24:15.877872,0,0,730,
852,0xb64219c864c19b2e57124e817213177a7e264da9,0x953b998ec216b3adb4efb309d5a9c2fb4ad7a823e4582eaee9bb39b6cf41f873,0x953b998ec216b3adb4efb309d5a9c2fb4ad7a823e4582eaee9bb39b6cf41f873,2023-10-23T17:24:44.801671,2023-10-23T17:24:44.591829,209841,1145,882,true
2,0x5ba61b35c6a98f6649dfe08f0bc55951e6e35d4a,0xf110be35b2a25ea4abc7b668579c7c2323465e4f389323a4400f1052a1fd11da,0xf110be35b2a25ea4abc7b668579c7c2323465e4f389323a4400f1052a1fd11da,2023-10-23T17:24:12.701034,2023-10-23T17:24:12.565613,135421,634,364,true
1,0x1ad312b4bfd53a22b9cf9b8e368804b077de59d8,0x35091f57f45e6209e4c4da31f2587646095337e100d2a6280ff141b0f50a704e,0x35091f57f45e6209e4c4da31f2587646095337e100d2a6280ff141b0f50a704e,2023-10-23T17:24:01.310010,2023-10-23T17:24:01.107917,202092,634,364,true
731,0x42e65ef30e0574d5186a4ced43b6ef61f44a5cea,0x83be92fbf46fabf489ac466091f5218741b2417d3f901cb509b47b0b2710e12e,0x83be92fbf46fabf489ac466091f5218741b2417d3f901cb509b47b0b2710e12e,2023-10-23T17:24:16.146822,2023-10-23T17:24:15.914836,231986,645,378,true
191,0x5e012b6cba9dc29ed99e501d2b58b2de9a45393e,0xffacc70640cb164371e2b5584b3cc71d819d7f69066fe8b0f88dd79d702a2902,0xffacc70640cb164371e2b5584b3cc71d819d7f69066fe8b0f88dd79d702a2902,2023-10-23T17:24:47.145227,2023-10-23T17:24:46.928839,216388,1783,1518,true
1529629,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0x87aa8b5b5084b4319f38cc6f9a1c5d31e1bd534c922e7efcf014bda2b0bc7a5b,0x87aa8b5b5084b4319f38cc6f9a1c5d31e1bd534c922e7efcf014bda2b0bc7a5b,2023-10-23T17:24:04.208253,2023-10-23T17:24:03.991348,216905,642,370,true
223258,0x58b704065b7aff3ed351052f8560019e05925023,0x4edd285cfd7e2eaeb7a179620a73ae4ab17a0d546b8839ec00d3ba7262f9185d,0x4edd285cfd7e2eaeb7a179620a73ae4ab17a0d546b8839ec00d3ba7262f9185d,2023-10-23T17:24:12.146539,2023-10-23T17:24:11.963946,182592,762,494,true
24069,0xa377aa6822603cc52e4e9ed6eaa045c46ef6b3e2,0xca05e9352512649f42c2f6a1611dba78be1c0d73c985ff77c8ff5ed1dca6bc08,0xca05e9352512649f42c2f6a1611dba78be1c0d73c985ff77c8ff5ed1dca6bc08,2023-10-23T17:24:01.740997,2023-10-23T17:24:01.509836,231161,745,540,true
3,0x59980f57dd679b96fb06fc5350b5f21893a03552,0x9940ab7efd916e85f45ef5236654ea83ebf42569bf10d07e539af0f6f7ecc57d,0x9940ab7efd916e85f45ef5236654ea83ebf42569bf10d07e539af0f6f7ecc57d,2023-10-23T17:24:08.791088,2023-10-23T17:24:08.573091,217997,759,488,true
624,0x99348d690de2e481cd1ef33f2db5c2cce9dd6c25,0x5819d969db4ec555f67b158992f925cd52067420ffca6f9df9f4bddac2eb79bf,0x5819d969db4ec555f67b158992f925cd52067420ffca6f9df9f4bddac2eb79bf,2023-10-23T17:24:33.697195,2023-10-23T17:24:33.489464,207730,558,352,true
129,0x5ad6711440ae4c4440f5894ea5ea50c7e3f099d4,0x1587372b62eb3c3ee25146e7e88dd28886689a4c67a822c1dd78c6f7b3a8fb9c,0x1587372b62eb3c3ee25146e7e88dd28886689a4c67a822c1dd78c6f7b3a8fb9c,2023-10-23T17:23:55.590901,2023-10-23T17:23:55.421322,169579,1922,1660,true
88,0x61d143d52535f7ad94f808432dc714bed72baa1c,0x30ab3c095e4cd757503453dc9f1b544f60dbc8d8343cb86c5ac5013822e7d040,0x30ab3c095e4cd757503453dc9f1b544f60dbc8d8343cb86c5ac5013822e7d040,2023-10-23T17:24:13.434302,2023-10-23T17:24:13.058809,375493,679,472,true
7748512,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x42121ef915fa7fba207a045c710b1f392e6deab54956e62e72ef5c59006f68ff,0x42121ef915fa7fba207a045c710b1f392e6deab54956e62e72ef5c59006f68ff,2023-10-23T17:23:58.730852,2023-10-23T17:23:58.586719,144133,765,494,true
118,0xdeb3b3f7e451cca16fc1d76b69f792bb376fe112,0x66eaf142afa37683d7aa7981dc8bcbb0a99157bc48438138d55cb5a8015bfb60,0x66eaf142afa37683d7aa7981dc8bcbb0a99157bc48438138d55cb5a8015bfb60,2023-10-23T17:24:13.169087,2023-10-23T17:24:12.961466,207620,633,364,true
33,0x974c43cd19ead5253f7cbe469af36b24acc27ab7,0xd041a39fbc650470ce1d5ffaa364fb9cdda3e037ccf143b35cd7ae09386391e0,0xd041a39fbc650470ce1d5ffaa364fb9cdda3e037ccf143b35cd7ae09386391e0,2023-10-23T17:23:52.201224,2023-10-23T17:23:51.945961,255263,758,488,true
7748513,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xe064bab52ad889198b6c7a0424067bec409b888e43b62c8a7995d0f1dd118c22,0xe064bab52ad889198b6c7a0424067bec409b888e43b62c8a7995d0f1dd118c22,2023-10-23T17:24:06.148776,2023-10-23T17:24:05.949189,199586,765,494,true
5,0xcfc74b0bf5c529a8c081bd456cc4bc82f8e3a015,0x8d181d77a9621d777083acfd17ecf6e68e3113246dde2bc1e4a14e25036a8207,0x8d181d77a9621d777083acfd17ecf6e68e3113246dde2bc1e4a14e25036a8207,2023-10-23T17:24:06.767480,2023-10-23T17:24:06.555971,211509,758,488,true
117,0xab5011248e9f64181a968cd490a9050988f88401,0xfabd05b700dc69097724400c5512dac74a4443e46102da917ad90717b023aa16,0xfabd05b700dc69097724400c5512dac74a4443e46102da917ad90717b023aa16,2023-10-23T17:24:14.228044,2023-10-23T17:24:13.849191,378853,760,488,true
3,0xe11a42334b6ce0561ff0cd349eeb0541a2f4b3dc,0x3b8b2e4d8c4590a03e5abfe27dfe14924a333c3717fe34373b795e650c320705,0x3b8b2e4d8c4590a03e5abfe27dfe14924a333c3717fe34373b795e650c320705,2023-10-23T17:24:18.427077,2023-10-23T17:24:18.282699,144378,2309,2044,true
4,0x8a6d172459983bc845df93a79bab5570a75f0c67,0xf0893cdb0777c148590341d36c5cebfcc4a68ae0f4cf1a999cbdaa1a2e9a78a7,0xf0893cdb0777c148590341d36c5cebfcc4a68ae0f4cf1a999cbdaa1a2e9a78a7,2023-10-23T17:23:53.533627,2023-10-23T17:23:53.385231,148396,757,488,true
4275362,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0xc52ef8613c4cf9fa6c0781294182ad32a0883558d3b001d883cf763582b65cc9,0xc52ef8613c4cf9fa6c0781294182ad32a0883558d3b001d883cf763582b65cc9,2023-10-23T17:24:07.732301,2023-10-23T17:24:07.525189,207112,559,352,true
0,0xf633898263e50dcb8c76cc5cb2f0f85662d6b492,0x8cd82ed43b57b572c2d6943bbc8dd51d96916818532a86ff2e2fd71ff5e8f3e5,0x8cd82ed43b57b572c2d6943bbc8dd51d96916818532a86ff2e2fd71ff5e8f3e5,2023-10-23T17:24:05.322205,2023-10-23T17:24:05.125566,196639,758,488,true
30,0xbf7e45ce4373d74f313070712611e6d7bc9c7f09,0x0a7ca762e05ffd5f9d68d1f168d8c5b12c57f8e3729fa31b0ecc10e21e0ed351,0x0a7ca762e05ffd5f9d68d1f168d8c5b12c57f8e3729fa31b0ecc10e21e0ed351,2023-10-23T17:24:45.207286,2023-10-23T17:24:45.063309,143977,636,364,true
448,0x1a43bc77b2d7960463f26a73edd9a460dc65efd0,0x266097b49aac527809d3dee3cf05d670e9422c07cc1b849c030eab3c8138fd55,0x266097b49aac527809d3dee3cf05d670e9422c07cc1b849c030eab3c8138fd55,2023-10-23T17:24:13.427017,2023-10-23T17:24:13.044800,382217,680,476,true
446,0x512ea452fdea57ac96bae8e8557e0595f4faeca1,0x7d04458eefc0d2a39d5d2a91766dc57098ddbfd137245b88b5aaffed6caf2b99,0x7d04458eefc0d2a39d5d2a91766dc57098ddbfd137245b88b5aaffed6caf2b99,2023-10-23T17:24:34.509448,2023-10-23T17:24:34.375711,133736,640,370,true
742,0xb3f9ba0f85ed2ffbf41f2d5eccce29b0f53b414e,0x5ced35ccd201ff4f9ce668c5b9413dd47692eb498eee408a0f73dad5b5c03714,0x5ced35ccd201ff4f9ce668c5b9413dd47692eb498eee408a0f73dad5b5c03714,2023-10-23T17:24:26.122205,2023-10-23T17:24:25.875097,247108,761,494,true
41,0x254ac8a88798900a99d77e517c3ba0a28eddcd0f,0xfe0b55b3a843ae74120804edb938a6d3a9fd61a5b8ef39d6123a50b6123b0fd7,0xfe0b55b3a843ae74120804edb938a6d3a9fd61a5b8ef39d6123a50b6123b0fd7,2023-10-23T17:24:14.478276,2023-10-23T17:24:14.213187,265088,554,346,true
12,0xc166dd0ea4df5c5cae0c8676ffd3550b3f8ef5a8,0x93bfba8b447c2e32a245fcf3471ec2cb7b43ecbf8d8045d819de4e7ed536e25c,0x93bfba8b447c2e32a245fcf3471ec2cb7b43ecbf8d8045d819de4e7ed536e25c,2023-10-23T17:24:47.628458,2023-10-23T17:24:47.479492,148966,756,488,true
54,0x9e83f1d8eecb29c0f65bbb388d044c20d6f108fe,0xf37a15432ef98b96496158657d99e2e997b23a2f63596c9b58ea02b460ed72e6,0xf37a15432ef98b96496158657d99e2e997b23a2f63596c9b58ea02b460ed72e6,2023-10-23T17:24:20.725781,2023-10-23T17:24:20.548756,177024,821,550,true
14,0x09bdadbb048b09d5edb51187058bf990196a7bd9,0xa2dcef057b7beacac19efd81793d68246449f3ec007d6648ab523434049cb80e,0xa2dcef057b7beacac19efd81793d68246449f3ec007d6648ab523434049cb80e,2023-10-23T17:24:08.891823,2023-10-23T17:24:08.639916,251906,2436,2172,true
4,0x25d74047af4921b31b83c40b4f1e092a39d40095,0x573552fc1ece6619c0c448c2aa5eec7d6152ff71dc027b740261e06f8929f923,0x573552fc1ece6619c0c448c2aa5eec7d6152ff71dc027b740261e06f8929f923,2023-10-23T17:24:31.591125,2023-10-23T17:24:31.392707,198418,757,488,true
101,0x507ac8082b11d35bd13fbd3a66077f3dbd745701,0xff49444aba4b5cc8e7d96e1affd37e945116be5d61f39a4c7ad2a8c1e000c114,0xff49444aba4b5cc8e7d96e1affd37e945116be5d61f39a4c7ad2a8c1e000c114,2023-10-23T17:24:00.475636,2023-10-23T17:24:00.314663,160973,632,360,true
42,0x75fa6cc9214bef3dfd051c545127a823e16759d5,0x83ca3dbd08e8c0f851e30a977c6af75cd8c7c131b087b6cb8bba04962151128c,0x83ca3dbd08e8c0f851e30a977c6af75cd8c7c131b087b6cb8bba04962151128c,2023-10-23T17:24:08.907955,2023-10-23T17:24:08.643815,264140,2437,2172,true
28,0xfacf4e98795c34ce6d8530e0582e2d8d86d36b09,0xff55a36c4161a0f37d85a3a8587148350273c4368f06db0a6644263e9d57f7f1,0xff55a36c4161a0f37d85a3a8587148350273c4368f06db0a6644263e9d57f7f1,2023-10-23T17:24:09.252364,2023-10-23T17:24:09.050023,202341,634,362,true
17,0x523fb637e896014e30fdfdc53b8053e57db1ed6a,0x7136463992dccfb27d367219a2b369bc6da5240cf9c912a4c49940c76425ca51,0x7136463992dccfb27d367219a2b369bc6da5240cf9c912a4c49940c76425ca51,2023-10-23T17:23:51.603534,2023-10-23T17:23:51.392729,210805,679,472,true
14,0x635d06a61a36566003d71428f1895e146cdbd54e,0x11aeb9107989f6661bd9ed5ddf03cca6d92ec4cec170bff2b429ba096e389c4d,0x11aeb9107989f6661bd9ed5ddf03cca6d92ec4cec170bff2b429ba096e389c4d,2023-10-23T17:24:21.104970,2023-10-23T17:24:21.048782,56188,1013,746,true
237,0x778a919b7ab517711970693cf949ae76a76231a5,0xb5d31a003fd0e6bb66b093f2fed06005dc59d88218fa0ca64ffe50e8b4c577d2,0xb5d31a003fd0e6bb66b093f2fed06005dc59d88218fa0ca64ffe50e8b4c577d2,2023-10-23T17:24:39.129304,2023-10-23T17:24:38.921671,207632,757,488,true
4275355,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x520e991faede32d1b56ff8d86ae3878723fe25ab90237616cc45a377a948ebc2,0x520e991faede32d1b56ff8d86ae3878723fe25ab90237616cc45a377a948ebc2,2023-10-23T17:24:02.384700,2023-10-23T17:24:02.170360,214340,559,352,true
91462,0x8195d3496305d2dbe43b21d51e6cc77b6c9c8364,0x21343288873fa8e2c3883d84718475acd2ad920b8fbad201e3c1e620493a5108,0x21343288873fa8e2c3883d84718475acd2ad920b8fbad201e3c1e620493a5108,2023-10-23T17:23:53.381146,2023-10-23T17:23:53.239324,141821,641,370,true
988,0x81f6f5afb948177d6064b8588c3a85e15ef19265,0x3f36bef5a99fd7f392606b6f6d42a7aa78eaf4366d0d29db1f907100f0bb30f4,0x3f36bef5a99fd7f392606b6f6d42a7aa78eaf4366d0d29db1f907100f0bb30f4,2023-10-23T17:24:04.944795,2023-10-23T17:24:04.729976,214818,1029,766,true
7,0x5c2857ebc52f03675faead6c559e71458241b7cf,0xb1499335d9cfa8a0b3c2090f74105936c46199fbb79d3e912b646b6d52f64448,0xb1499335d9cfa8a0b3c2090f74105936c46199fbb79d3e912b646b6d52f64448,2023-10-23T17:24:08.680653,2023-10-23T17:24:08.545459,135194,631,358,true
1,0xf345bf7f197424a3e8eac655beb0b04daee6169a,0xcc53b60fe589702186bc484acaa50732f98057ed5d17ccbf884ba3ac9b6f7681,0xcc53b60fe589702186bc484acaa50732f98057ed5d17ccbf884ba3ac9b6f7681,2023-10-23T17:24:00.153272,2023-10-23T17:23:59.949315,203956,632,362,true
3325699,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0x6d64098f74e0283218dbdc993e7cec2740cb2bdd622d0bc919e3550f57c2cce2,0x6d64098f74e0283218dbdc993e7cec2740cb2bdd622d0bc919e3550f57c2cce2,2023-10-23T17:23:58.783694,2023-10-23T17:23:58.576270,207424,644,372,true
396,0x77b985fdde3fb0e664ca6b527635b193cbc74cec,0x82e4a225f017903fe84fb866c82b8a08a26d40545ab3539981c08629a2c43b1a,0x82e4a225f017903fe84fb866c82b8a08a26d40545ab3539981c08629a2c43b1a,2023-10-23T17:24:13.359627,2023-10-23T17:24:13.031241,328386,680,476,true
34802,0x21c3de23d98caddc406e3d31b25e807addf33633,0x582af08fc29a6fb673c32b6d829b8684faafe2f44f759427cd5d2d8710fd9708,0x582af08fc29a6fb673c32b6d829b8684faafe2f44f759427cd5d2d8710fd9708,2023-10-23T17:24:46.945430,2023-10-23T17:24:46.708932,236497,1834,1632,true
486,0x18929be5331f024cd43d2f997b7ab427f649e038,0x7f7d682faef7c7041bd061d18d99faf09cb9156e47aa8d273980d33442f7f95a,0x7f7d682faef7c7041bd061d18d99faf09cb9156e47aa8d273980d33442f7f95a,2023-10-23T17:24:15.596433,2023-10-23T17:24:15.457705,138728,1910,1646,true
3325700,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0x10863881b1ab2ff3568650e978e638d047f0c548af52da679e01028a9f1493e2,0x10863881b1ab2ff3568650e978e638d047f0c548af52da679e01028a9f1493e2,2023-10-23T17:24:27.646039,2023-10-23T17:24:27.470922,175117,642,370,true
50,0x9a5c2b7616331eddbb45c9ced9536225c141dc96,0x54a7109e2ca96623f18b8301ab9bfaa308867b24321bce791eef02b67a7ff162,0x54a7109e2ca96623f18b8301ab9bfaa308867b24321bce791eef02b67a7ff162,2023-10-23T17:24:07.446748,2023-10-23T17:24:07.240226,206522,638,364,true
